Ticket_ID,System,Document,Severity,RCA_Category,Manual_Remediation,Timestamp,Business_Impact
INC-10957,Middleware,Access denied for user in Middleware. Intermittent issue.,Medium,Permissions,Update IAM policy for Middleware,2026-01-03 21:00:00,5
INC-10958,SAP ERP,Memory limit exceeded in SAP ERP. Reported by monitoring.,Critical,Resource,Scale up SAP ERP instance,2026-03-26 18:00:00,2
INC-10959,Middleware,Connection timeout in Middleware. Reported by monitoring.,High,Network/DB,Restart Middleware services,2026-01-24 22:00:00,2
INC-10960,Identity Access,Access denied for user in Identity Access. Intermittent issue.,Medium,Permissions,Update IAM policy for Identity Access,2026-03-11 07:00:00,4
INC-10961,SAP ERP,Memory limit exceeded in SAP ERP. Error code 504.,Critical,Resource,Scale up SAP ERP instance,2026-02-11 05:00:00,5
INC-10962,Oracle DB,Memory limit exceeded in Oracle DB. Error code 504.,Critical,Resource,Scale up Oracle DB instance,2026-02-23 17:00:00,5
INC-10963,Oracle DB,Data sync failure between Oracle DB and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-03-02 17:00:00,2
INC-10964,Identity Access,Latency spike in Identity Access API. Reported by monitoring.,Low,Performance,Clear cache and monitor,2026-01-21 23:00:00,1
INC-10965,Middleware,Connection timeout in Middleware. Reported by monitoring.,High,Network/DB,Restart Middleware services,2026-03-24 20:00:00,2
INC-10966,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Intermittent issue.,Low,Performance,Clear cache and monitor,2026-03-18 22:00:00,2
INC-10967,Identity Access,Access denied for user in Identity Access. Intermittent issue.,Medium,Permissions,Update IAM policy for Identity Access,2026-03-27 02:00:00,2
INC-10968,Middleware,Latency spike in Middleware API. Error code 504.,Low,Performance,Clear cache and monitor,2026-01-04 00:00:00,5
INC-10969,Identity Access,Data sync failure between Identity Access and Middleware. Reported by monitoring.,High,Sync Agent,Flush sync buffer,2026-02-13 01:00:00,3
INC-10970,Identity Access,Connection timeout in Identity Access. Reported by monitoring.,High,Network/DB,Restart Identity Access services,2026-02-15 14:00:00,3
INC-10971,Middleware,Connection timeout in Middleware. Error code 504.,High,Network/DB,Restart Middleware services,2026-01-02 13:00:00,3
INC-10972,Oracle DB,Access denied for user in Oracle DB. Error code 504.,Medium,Permissions,Update IAM policy for Oracle DB,2026-01-02 16:00:00,3
INC-10973,SAP ERP,Memory limit exceeded in SAP ERP. Error code 504.,Critical,Resource,Scale up SAP ERP instance,2026-03-26 17:00:00,2
INC-10974,Cloud Infrastructure,Data sync failure between Cloud Infrastructure and Middleware. Reported by monitoring.,High,Sync Agent,Flush sync buffer,2026-02-10 11:00:00,3
INC-10975,Identity Access,Access denied for user in Identity Access. Urgent help needed.,Medium,Permissions,Update IAM policy for Identity Access,2026-03-25 09:00:00,1
INC-10976,SAP ERP,Connection timeout in SAP ERP. Intermittent issue.,High,Network/DB,Restart SAP ERP services,2026-03-08 14:00:00,2
INC-10977,Identity Access,Memory limit exceeded in Identity Access. Error code 504.,Critical,Resource,Scale up Identity Access instance,2026-02-16 16:00:00,4
INC-10978,Middleware,Data sync failure between Middleware and Middleware. Reported by monitoring.,High,Sync Agent,Flush sync buffer,2026-03-15 16:00:00,1
INC-10979,Oracle DB,Access denied for user in Oracle DB. Error code 504.,Medium,Permissions,Update IAM policy for Oracle DB,2026-02-22 04:00:00,2
INC-10980,SAP ERP,Memory limit exceeded in SAP ERP. Urgent help needed.,Critical,Resource,Scale up SAP ERP instance,2026-02-11 21:00:00,2
INC-10981,Oracle DB,Access denied for user in Oracle DB. Error code 504.,Medium,Permissions,Update IAM policy for Oracle DB,2026-03-29 13:00:00,3
INC-10982,SAP ERP,Connection timeout in SAP ERP. Urgent help needed.,High,Network/DB,Restart SAP ERP services,2026-03-19 05:00:00,1
INC-10983,Identity Access,Data sync failure between Identity Access and Middleware. Error code 504.,High,Sync Agent,Flush sync buffer,2026-03-23 10:00:00,2
INC-10984,Cloud Infrastructure,Connection timeout in Cloud Infrastructure. Error code 504.,High,Network/DB,Restart Cloud Infrastructure services,2026-01-01 14:00:00,2
INC-10985,SAP ERP,Memory limit exceeded in SAP ERP. Urgent help needed.,Critical,Resource,Scale up SAP ERP instance,2026-01-28 22:00:00,2
INC-10986,Middleware,Latency spike in Middleware API. Error code 504.,Low,Performance,Clear cache and monitor,2026-03-17 08:00:00,4
INC-10987,Identity Access,Data sync failure between Identity Access and Middleware. Intermittent issue.,High,Sync Agent,Flush sync buffer,2026-03-20 13:00:00,5
INC-10988,SAP ERP,Latency spike in SAP ERP API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-01-20 09:00:00,1
INC-10989,Oracle DB,Latency spike in Oracle DB API. Urgent help needed.,Low,Performance,Clear cache and monitor,2026-01-16 02:00:00,2
INC-10990,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Intermittent issue.,Low,Performance,Clear cache and monitor,2026-01-21 12:00:00,4
INC-10991,Identity Access,Data sync failure between Identity Access and Middleware. Urgent help needed.,High,Sync Agent,Flush sync buffer,2026-02-05 06:00:00,1
INC-10992,Oracle DB,Memory limit exceeded in Oracle DB. Error code 504.,Critical,Resource,Scale up Oracle DB instance,2026-01-12 13:00:00,1
INC-10993,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Reported by monitoring.,Low,Performance,Clear cache and monitor,2026-02-10 10:00:00,3
INC-10994,Oracle DB,Access denied for user in Oracle DB. Urgent help needed.,Medium,Permissions,Update IAM policy for Oracle DB,2026-02-18 17:00:00,4
INC-10995,Middleware,Access denied for user in Middleware. Error code 504.,Medium,Permissions,Update IAM policy for Middleware,2026-03-09 17:00:00,2
INC-10996,Cloud Infrastructure,Memory limit exceeded in Cloud Infrastructure. Intermittent issue.,Critical,Resource,Scale up Cloud Infrastructure instance,2026-01-23 22:00:00,5
INC-10997,Cloud Infrastructure,Latency spike in Cloud Infrastructure API. Error code 504.,Low,Performance,Clear cache and monitor,2026-01-20 18:00:00,2
INC-10998,SAP ERP,Access denied for user in SAP ERP. Intermittent issue.,Medium,Permissions,Update IAM policy for SAP ERP,2026-02-27 11:00:00,2
INC-10999,Oracle DB,Access denied for user in Oracle DB. Urgent help needed.,Medium,Permissions,Update IAM policy for Oracle DB,2026-02-12 02:00:00,1
